method,metric,extreme,image_id,metric_value,D_WACV,NIQE,LR_content,PSNR,SSIM,LPIPS,DISTS,sr_path,hr_path,lr_path,saved_sr,saved_hr,saved_lr,case_dir
HAT,LPIPS,minimum,sony_189,0.03399094566702843,2835.4716796875,17.647463278818606,0.02022157795727253,37.201275900563296,0.9847004612286886,0.03399094566702843,0.14419400691986084,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_189_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_189_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_87.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/LPIPS/minimum/SR_sony_189_x1_DReal_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/LPIPS/minimum/HR_sony_189_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/LPIPS/minimum/LR_dreal4_87.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/LPIPS/minimum
HAT,LPIPS,maximum,panasonic_103,0.5430818200111389,2807.3544921875,12.164425840096676,0.022317247465252876,23.995354074781314,0.5280207792917887,0.5430818200111389,0.257707417011261,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/panasonic_103_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_103_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_57.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/LPIPS/maximum/SR_panasonic_103_x1_DReal_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/LPIPS/maximum/HR_panasonic_103_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/LPIPS/maximum/LR_dreal4_57.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/LPIPS/maximum
HAT,DISTS,minimum,sony_158,0.11860531568527222,2817.40771484375,12.930487491717638,0.027962932363152504,39.23136172762902,0.9461372097333273,0.18843203783035278,0.11860531568527222,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_158_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_158_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_83.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/DISTS/minimum/SR_sony_158_x1_DReal_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/DISTS/minimum/HR_sony_158_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/DISTS/minimum/LR_dreal4_83.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/DISTS/minimum
HAT,DISTS,maximum,P1140189,0.3777567744255066,2810.994140625,6.699194402434809,0.02643449790775776,32.42195371818084,0.7829463283220927,0.4496708810329437,0.3777567744255066,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/P1140189_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/P1140189_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_44.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/DISTS/maximum/SR_P1140189_x1_DReal_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/DISTS/maximum/HR_P1140189_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/DISTS/maximum/LR_dreal4_44.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/HAT/DISTS/maximum
SwinSR,D_WACV,minimum,DSC_1326,2793.277099609375,2793.277099609375,6.116721085426489,0.03216954320669174,21.79327566395576,0.6658457318941752,0.30748528242111206,0.20617246627807617,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_DSC_1326_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/DSC_1326_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_15.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/D_WACV/minimum/SR_DRealSR_all_x4_DSC_1326_x1.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/D_WACV/minimum/HR_DSC_1326_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/D_WACV/minimum/LR_dreal4_15.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/D_WACV/minimum
SwinSR,D_WACV,maximum,sony_189,2835.353759765625,2835.353759765625,20.877908331127212,0.015794748440384865,42.993129617182326,0.9856299956639608,0.04124434292316437,0.18059992790222168,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_189_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_189_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_87.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/D_WACV/maximum/SR_DRealSR_all_x4_sony_189_x1.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/D_WACV/maximum/HR_sony_189_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/D_WACV/maximum/LR_dreal4_87.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/D_WACV/maximum
SwinSR,NIQE,minimum,panasonic_43,3.393277192074285,2801.498291015625,3.393277192074285,0.041876863688230515,21.446605442772857,0.4188240667184194,0.37297964096069336,0.2163681983947754,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_43_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_43_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_71.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/NIQE/minimum/SR_DRealSR_all_x4_panasonic_43_x1.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/NIQE/minimum/HR_panasonic_43_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/NIQE/minimum/LR_dreal4_71.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/NIQE/minimum
SwinSR,NIQE,maximum,panasonic_187,38.77078735055938,2794.253662109375,38.77078735055938,0.05835352838039398,13.56235041595796,0.39334744215011597,0.2491622269153595,0.3207968473434448,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_187_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_187_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_65.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/NIQE/maximum/SR_DRealSR_all_x4_panasonic_187_x1.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/NIQE/maximum/HR_panasonic_187_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/NIQE/maximum/LR_dreal4_65.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/NIQE/maximum
SwinSR,LR_content,minimum,sony_11,0.013881710357964039,2810.33349609375,5.219321615290071,0.013881710357964039,27.021184242086154,0.6153822143872579,0.2866196930408478,0.17913246154785156,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_11_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_11_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_80.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LR_content/minimum/SR_DRealSR_all_x4_sony_11_x1.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LR_content/minimum/HR_sony_11_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LR_content/minimum/LR_dreal4_80.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LR_content/minimum
SwinSR,LR_content,maximum,IMG_113,0.09765183180570602,2799.91064453125,8.839164280591879,0.09765183180570602,17.917014792780474,0.42979303002357483,0.5440962314605713,0.31881988048553467,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_IMG_113_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/IMG_113_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_27.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LR_content/maximum/SR_DRealSR_all_x4_IMG_113_x1.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LR_content/maximum/HR_IMG_113_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LR_content/maximum/LR_dreal4_27.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LR_content/maximum
SwinSR,PSNR,minimum,panasonic_187,13.56235041595796,2794.253662109375,38.77078735055938,0.05835352838039398,13.56235041595796,0.39334744215011597,0.2491622269153595,0.3207968473434448,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_187_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_187_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_65.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/PSNR/minimum/SR_DRealSR_all_x4_panasonic_187_x1.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/PSNR/minimum/HR_panasonic_187_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/PSNR/minimum/LR_dreal4_65.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/PSNR/minimum
SwinSR,PSNR,maximum,sony_160,44.000260978586994,2824.070068359375,17.11358473220248,0.01614786684513092,44.000260978586994,0.9779958923657736,0.051246412098407745,0.17753982543945312,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_160_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_160_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_84.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/PSNR/maximum/SR_DRealSR_all_x4_sony_160_x1.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/PSNR/maximum/HR_sony_160_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/PSNR/maximum/LR_dreal4_84.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/PSNR/maximum
SwinSR,SSIM,minimum,sony_129,0.3303769926230113,2801.8173828125,6.120803888832932,0.05644965544342995,19.490542017543703,0.3303769926230113,0.5189359784126282,0.23804283142089844,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_129_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_129_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_82.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/SSIM/minimum/SR_DRealSR_all_x4_sony_129_x1.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/SSIM/minimum/HR_sony_129_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/SSIM/minimum/LR_dreal4_82.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/SSIM/minimum
SwinSR,SSIM,maximum,P1160566,0.9861760338147482,2825.005126953125,17.22997411688893,0.03530660644173622,37.964421050897414,0.9861760338147482,0.06804171949625015,0.2403864860534668,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_P1160566_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/P1160566_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_50.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/SSIM/maximum/SR_DRealSR_all_x4_P1160566_x1.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/SSIM/maximum/HR_P1160566_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/SSIM/maximum/LR_dreal4_50.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/SSIM/maximum
SwinSR,LPIPS,minimum,sony_189,0.04124434292316437,2835.353759765625,20.877908331127212,0.015794748440384865,42.993129617182326,0.9856299956639608,0.04124434292316437,0.18059992790222168,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_189_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_189_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_87.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LPIPS/minimum/SR_DRealSR_all_x4_sony_189_x1.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LPIPS/minimum/HR_sony_189_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LPIPS/minimum/LR_dreal4_87.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LPIPS/minimum
SwinSR,LPIPS,maximum,panasonic_182,0.5548703074455261,2799.160400390625,10.865191646182614,0.07151803374290466,21.191250958519426,0.4615299900372823,0.5548703074455261,0.31543081998825073,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_182_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_182_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_64.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LPIPS/maximum/SR_DRealSR_all_x4_panasonic_182_x1.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LPIPS/maximum/HR_panasonic_182_x4.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LPIPS/maximum/LR_dreal4_64.png,/home/projectwork/student_package/day2_tasks/sr_output_outliers/SwinSR/LPIPS/maximum
